,datetime,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_inflow_total,btc_outflow_total,btc_netflow_total,btc_coinbase_premium_index,btc_coinbase_premium_gap
0,2019-12-31 16:00:00,7194.78113522,7231.46053046,7181.10090839,7221.99228139,3432.6010724474872,2320.81786029,2570.75113664,-249.9332763499997,-0.35152236,-25.35
1,2019-12-31 17:00:00,7191.99572177,7209.74617427,7131.5226754,7171.94402695,5290.533657020141,1714.70344476,3636.01644466,-1921.3129999,-0.44488653,-31.89
2,2019-12-31 18:00:00,7150.05515868,7174.66115006,7113.4274057,7154.57222088,3977.412427185888,1177.77228155,2440.12051541,-1262.34823386,-0.39183357,-28.09
3,2019-12-31 19:00:00,7165.98064966,7181.90574693,7132.25112859,7149.43672255,2250.235612517415,1140.92071278,625.31868723,515.60202555,-0.41040968,-29.44
4,2019-12-31 20:00:00,7148.0617585,7183.38428461,7139.96476844,7179.15306862,1565.3830669827837,1177.85518049,2411.60719919,-1233.7520186999998,-0.43768402,-31.41
5,2019-12-31 21:00:00,7149.00549067,7192.10816404,7146.28203417,7161.10923904,1172.1294323482773,592.7664038,836.96216639,-244.19576258999996,-0.39297597,-28.24
6,2019-12-31 22:00:00,7182.06431575,7211.01591946,7153.84208464,7197.20857915,2060.314186226408,1140.17448936,939.2480463,200.92644306,-0.31206253,-22.47
7,2019-12-31 23:00:00,7198.94838493,7207.57379104,7161.79454962,7179.43521572,1612.5652797748023,630.80429605,359.301177,271.50311904999995,-0.41013282,-29.51
8,2020-01-01 00:00:00,7193.01543918,7198.59858924,7150.49929624,7151.44079626,1672.404675943152,647.16868073,610.32891267,36.83976805999998,-0.3716027,-26.67
9,2020-01-01 01:00:00,7150.44339234,7235.67279948,7149.23990756,7196.9271479,3118.882091174519,463.53795163,234.28448831,229.25346332,-0.30140225,-21.75
10,2020-01-01 02:00:00,7218.59385759,7247.04740387,7189.05644735,7222.72716384,1843.909872628854,812.90713371,646.27466719,166.6324665200001,-0.35690371,-25.85
11,2020-01-01 03:00:00,7239.04462151,7249.64898265,7191.10301698,7222.72066567,1756.9186840589143,454.49593591,292.87000408,161.62593183,-0.38795794,-28.03
12,2020-01-01 04:00:00,7221.20303331,7237.63665837,7189.93158862,7198.94736561,1155.1534931524293,482.98854792,130.14380355,352.84474436999994,-0.4275855,-30.86
13,2020-01-01 05:00:00,7209.0208052,7236.58125489,7190.74424106,7223.54116111,852.9638579070071,419.26376336,322.79180974,96.47195361999997,-0.37235905,-26.9
14,2020-01-01 06:00:00,7219.52246393,7245.11794474,7199.65051339,7202.15214554,1727.8469521294385,1149.11538345,1029.12181405,119.99356940000008,-0.33436577,-24.16
15,2020-01-01 07:00:00,7199.92880257,7245.46563461,7175.83176934,7186.84838487,1931.208390571331,2637.46185743,1130.63792221,1506.8239352199998,-0.33176927,-23.92
16,2020-01-01 08:00:00,7208.49220451,7217.37305145,7157.27537596,7200.8307497,2142.1018034675203,849.53499731,787.80794969,61.72704762000001,-0.25900476,-18.65
17,2020-01-01 09:00:00,7208.974884,7218.00045465,7168.68530538,7189.23757706,1774.566897398787,712.95597087,743.58018935,-30.624218479999968,-0.26096258,-18.76
18,2020-01-01 10:00:00,7186.4991542,7215.63912496,7173.98962461,7200.02370501,1101.8536778538964,1417.6738568,1487.04166183,-69.36780503,-0.27311858,-19.67
19,2020-01-01 11:00:00,7212.56300182,7248.18728209,7168.85337858,7195.57137697,2686.2128094236587,503.75303482,483.75665333,19.996381489999976,-0.31873506,-22.94
20,2020-01-01 12:00:00,7196.41526583,7234.73769642,7185.60472766,7203.56371461,1599.551930256171,781.35841824,677.9243789,103.43403934000004,-0.25977117,-18.77
21,2020-01-01 13:00:00,7214.8198353,7246.7225614,7195.55939201,7211.98963885,1637.888272417145,978.86041136,1620.5083533,-641.64794194,-0.28804077,-20.8
22,2020-01-01 14:00:00,7219.77197048,7246.07307719,7189.83296438,7201.77287653,1449.345366960322,1227.28518602,699.58938707,527.69579895,-0.31018787,-22.4
23,2020-01-01 15:00:00,7219.42971281,7274.53711193,7199.00723674,7211.28370409,2895.0770988110676,523.774854,454.1150508,69.6598032,-0.27480616,-19.88
24,2020-01-01 16:00:00,7216.10654798,7244.84524824,7194.08978607,7227.47843856,1725.151168008679,572.83104948,705.1195826,-132.2885331199999,-0.29687925,-21.51
25,2020-01-01 17:00:00,7233.64629406,7265.86653416,7206.74089659,7219.32312475,1986.2021476833704,1060.01554457,703.32064833,356.69489623999993,-0.26005862,-18.82
26,2020-01-01 18:00:00,7234.60173066,7259.7284805,7210.2529608,7238.16318206,2286.2676477703794,2724.36866071,1937.37545941,786.9932012999998,-0.30894931,-22.37
27,2020-01-01 19:00:00,7223.31588677,7253.59000802,7200.51537189,7226.03621221,1173.0389531426704,304.64869221,366.09159765,-61.44290544,-0.3099808,-22.41
28,2020-01-01 20:00:00,7207.71818737,7244.720317,7207.60549074,7238.90594955,792.0173544551236,662.4999389,568.10021952,94.39971937999996,-0.28852811,-20.88
29,2020-01-01 21:00:00,7224.86153719,7252.65055305,7209.66107808,7246.1870439,816.7656387163458,294.33149294,225.51984256,68.81165037999997,-0.23267807,-16.83
30,2020-01-01 22:00:00,7247.54684844,7248.97419675,7168.72033468,7185.58276712,2213.9506117058168,695.8024586,279.11374095,416.68871765,-0.29147026,-20.98
31,2020-01-01 23:00:00,7177.34390413,7219.52824641,7158.24867746,7195.20514935,1841.7375463552885,304.41416516,359.11345422,-54.69928906000001,-0.36828985,-26.52
32,2020-01-02 00:00:00,7178.89204019,7225.16277331,7168.79784977,7208.9079693,1027.1169379544087,665.72473486,347.24361051,318.48112435,-0.40257828,-29.03
33,2020-01-02 01:00:00,7188.1829252,7223.45346803,7164.73127767,7187.13563455,1426.6186050198792,934.33411712,1027.39346786,-93.05935074000011,-0.35099479,-25.24
34,2020-01-02 02:00:00,7187.44126707,7187.4819339,7133.05647205,7167.02280467,4201.854253093073,602.96010593,1121.36097948,-518.4008735499999,-0.38931402,-27.91
35,2020-01-02 03:00:00,7144.26262584,7178.91102554,7098.98816313,7129.96579648,5287.086912840492,851.81038268,1006.34526081,-154.53487813000004,-0.43101937,-30.73
36,2020-01-02 04:00:00,7138.06513384,7171.72132438,7103.34341741,7140.1024478,3299.4134830498483,1287.84444992,960.1264689,327.71798102,-0.43725962,-31.23
37,2020-01-02 05:00:00,7139.75566342,7161.14323279,7098.38557265,7109.00934871,1440.773819064451,819.01306703,1142.96718355,-323.95411652000007,-0.43283797,-30.9
38,2020-01-02 06:00:00,7108.45918697,7156.61351205,7093.68794239,7142.62634992,1838.021651719476,932.96612276,494.18080261,438.78532015,-0.44352765,-31.65
39,2020-01-02 07:00:00,7130.08060924,7136.2091125,7077.70363847,7080.81392862,4044.0471232103446,1245.31267998,1035.49407903,209.81860095,-0.46578544,-33.12
40,2020-01-02 08:00:00,7100.43053351,7160.76326264,7093.87861455,7130.29629899,2673.9863195127277,2336.88501242,1570.643944,766.2410684199999,-0.45161272,-32.31
41,2020-01-02 09:00:00,7128.64990373,7173.99538673,7106.84786993,7173.2527919,2026.8797811681025,0.0,0.0,0.0,-0.41231442,-29.53
42,2020-01-02 10:00:00,7173.21921701,7190.07376282,7123.46094425,7164.57615311,3528.4206973928644,2710.68321723,3439.35859069,-728.6753734599997,-0.34837465,-24.95
43,2020-01-02 11:00:00,7159.21616152,7177.62958628,7112.45492038,7112.75439955,1645.251435442151,1976.5422403,1210.96315133,765.5790889699999,-0.27717902,-19.79
44,2020-01-02 12:00:00,7139.13837941,7174.58997457,7115.86897534,7128.62928217,1696.4308022143844,2896.55114307,1787.33592715,1109.2152159199998,-0.35720822,-25.57
45,2020-01-02 13:00:00,7129.71703695,7165.24479381,7081.55717451,7129.41115192,4554.994792881935,1704.46206756,3736.73412251,-2032.27205495,-0.32645506,-23.28
46,2020-01-02 14:00:00,7106.85983192,7155.09049897,7097.82025858,7111.39952507,2849.7895127584657,4833.23159437,3556.27293376,1276.9586606099997,-0.30088612,-21.47
47,2020-01-02 15:00:00,7144.6284618,7171.34419021,7096.32645425,7109.41901386,3393.5219346623385,1839.72889766,1329.95466642,509.77423124000006,-0.2700891,-19.26
48,2020-01-02 16:00:00,7108.81764424,7150.86806623,7017.1672982,7027.66525743,11462.080027396734,2638.15093292,4181.95315433,-1543.80222141,-0.35888899,-25.31
49,2020-01-02 17:00:00,7035.41387136,7035.66475716,6916.2827111,6953.01295962,21008.185964910608,4834.98537669,3795.94387077,1039.0415059199995,-0.3965544,-27.64
50,2020-01-02 18:00:00,6964.44795296,6995.8331485,6929.32068217,6953.63496095,4119.66167291822,1920.58775922,1908.52239778,12.06536144000006,-0.2725831,-19.01
51,2020-01-02 19:00:00,6952.01488761,7008.40682653,6931.2214089,6963.65920346,3528.4929243994416,1871.60907878,1784.27828811,87.33079066999994,-0.26162528,-18.27
52,2020-01-02 20:00:00,6991.65611614,6996.1293805,6933.5721509,6957.00732658,2956.494642983372,1151.80790024,1489.79460354,-337.98670330000004,-0.30582184,-21.25
53,2020-01-02 21:00:00,6964.20851711,6985.63095637,6932.26232746,6959.37264771,2587.354695708523,1770.93174341,1747.77310732,23.158636090000073,-0.28318665,-19.76
54,2020-01-02 22:00:00,7000.02665523,7000.04761272,6944.02787068,6971.8056261,2105.2149488693253,2533.52379886,3152.59221773,-619.0684188699997,-0.27498996,-19.18
55,2020-01-02 23:00:00,6976.15913288,6989.70539668,6934.71898972,6959.83987728,2164.1399568377688,676.05398315,923.63969239,-247.58570924000003,-0.29702643,-20.69
56,2020-01-03 00:00:00,6948.7649751,6983.79026761,6904.68731022,6917.87711817,3812.517887852445,1440.68983694,692.96666223,747.7231747100001,-0.25933401,-17.99
57,2020-01-03 01:00:00,6934.1148705,6961.74440876,6861.40971534,6870.90452844,7267.864634416521,1936.77429799,1088.30751287,848.4667851199999,-0.28161449,-19.4
58,2020-01-03 02:00:00,6868.11994839,6976.64486368,6859.07332604,6956.41008783,8781.218786692521,1717.03339461,2151.29547075,-434.26207613999986,-0.25801796,-17.95
59,2020-01-03 03:00:00,6954.42623065,6987.37373576,6918.85240357,6932.28100396,2847.028136065424,1934.33882833,1522.77287452,411.5659538100001,-0.20756497,-14.43
60,2020-01-03 04:00:00,6931.44788682,7301.33000981,6928.21612627,7201.98366757,30601.901009432506,952.01478473,830.8140715,121.20071323000002,-0.2135866,-15.4
61,2020-01-03 05:00:00,7245.98313044,7278.59144119,7154.19441904,7202.71236093,10278.323723651369,4847.42112945,3914.14944136,933.2716880900002,-0.24139703,-17.43
62,2020-01-03 06:00:00,7218.1268211,7242.9187935,7174.3576161,7207.11234534,8208.575491467476,1577.86720343,2164.89933392,-587.0321304900001,-0.12607224,-9.08
63,2020-01-03 07:00:00,7193.0213589,7250.83240955,7160.31505628,7187.08837733,7457.993071250747,1195.45208114,1646.87702206,-451.4249409199999,-0.25752408,-18.55
64,2020-01-03 08:00:00,7180.53958577,7319.27490813,7179.14758967,7244.53726206,12117.608065991037,5638.5644095,3283.830443,2354.7339665,-0.06473294,-4.7
65,2020-01-03 09:00:00,7284.80060521,7364.6086174,7249.19279939,7352.62960665,14015.79076421676,3892.41100315,3255.11765397,637.29334918,-0.14819512,-10.89
66,2020-01-03 10:00:00,7346.96969616,7383.84149568,7261.91629388,7304.078871,9329.492584779297,2314.42336318,2664.10481552,-349.6814523400003,-0.15180006,-11.1
67,2020-01-03 11:00:00,7318.4039938,7356.86542248,7283.93016601,7331.94260082,5109.441143576152,2546.61566611,1891.81929557,654.79637054,-0.17464846,-12.82
68,2020-01-03 12:00:00,7330.35846164,7365.61638305,7293.46961452,7310.52559849,4960.038278397043,1525.59223382,1330.19682513,195.39540869000007,-0.08835442,-6.47
69,2020-01-03 13:00:00,7313.25814476,7390.37600313,7301.63025741,7343.33547764,5575.4880213778615,4081.22902507,4189.90888254,-108.67985747000056,-0.08150913,-5.99
70,2020-01-03 14:00:00,7362.83696625,7375.07995514,7231.43612317,7282.40641979,12023.946051930094,3302.59656377,2741.48098106,561.1155827100001,-0.1341194,-9.73
71,2020-01-03 15:00:00,7277.9724031,7345.63239875,7245.67974393,7341.92479071,6046.641228650635,1784.72768011,1689.7484318,94.97924831,-0.09494302,-6.95
72,2020-01-03 16:00:00,7333.8339959,7416.38068397,7273.91696401,7380.03718577,14604.491590194277,4279.76447161,4668.07910036,-388.31462874999943,0.00961274,0.71
73,2020-01-03 17:00:00,7383.83286745,7404.21529144,7332.37615296,7353.65863052,5964.856796332339,2452.94719786,2848.2602521,-395.31305423999993,-0.03018248,-2.22
74,2020-01-03 18:00:00,7347.36538875,7395.15000364,7323.05110404,7343.3092161,3929.676062918601,1198.12180026,1914.5292741,-716.40747384,-0.11684661,-8.58
75,2020-01-03 19:00:00,7335.81983872,7377.31040429,7285.88185392,7331.46965784,5018.952703460551,2302.53156414,2221.80523906,80.7263250799997,-0.16573427,-12.17
76,2020-01-03 20:00:00,7331.38282999,7381.53074105,7287.67727986,7310.50292728,3445.822769871666,1585.59671212,1507.61080579,77.9859063299998,-0.11944802,-8.74
77,2020-01-03 21:00:00,7307.42130657,7353.23945264,7252.89044251,7274.82273013,3346.8985370838273,1665.21336558,2324.38801673,-659.1746511499998,-0.1881093,-13.7
78,2020-01-03 22:00:00,7267.13838835,7325.80347589,7249.10173445,7300.33051192,3933.313926785725,3610.74247165,3235.31730891,375.4251627399999,-0.07999386,-5.84
79,2020-01-03 23:00:00,7301.97265932,7362.06680613,7281.02332287,7335.89693738,5101.097919366255,1829.37748786,3275.85116227,-1446.4736744099998,-0.14309132,-10.51
80,2020-01-04 00:00:00,7370.94430269,7373.90242281,7279.17631128,7334.66886998,3907.06579981008,520.67970999,634.99707555,-114.31736555999998,0.00273889,0.2
81,2020-01-04 01:00:00,7305.40467986,7337.4452365,7278.74739347,7297.57379525,2211.1814466899054,1128.99402522,765.41046173,363.58356349,-0.08332011,-6.09
82,2020-01-04 02:00:00,7309.87389276,7347.69727615,7284.6107857,7316.58550927,2223.329573812558,798.54125486,182.35100565,616.19024921,-0.09757322,-7.15
83,2020-01-04 03:00:00,7327.64901781,7361.10657894,7307.58437316,7321.51866581,2389.413997048967,1228.3841869,4715.6505991,-3487.266412200001,-0.13009487,-9.54
84,2020-01-04 04:00:00,7333.00808594,7357.72764654,7300.12838378,7321.92444794,2375.2877500738814,601.85294325,390.1497995,211.70314375,-0.10756852,-7.89
85,2020-01-04 05:00:00,7321.88961929,7379.06392672,7312.51548275,7336.76322108,3321.5213319646127,752.34502186,636.58933639,115.75568547,-0.14636424,-10.75
86,2020-01-04 06:00:00,7331.35034721,7386.68107749,7324.27492559,7352.60049084,2746.194664208801,1094.88038448,857.03131991,237.84906457,-0.07369177,-5.42
87,2020-01-04 07:00:00,7343.68134735,7376.66187849,7315.89481044,7372.29131547,3700.2679947636975,1798.9058237,972.86174943,826.0440742699999,-0.06736426,-4.95
88,2020-01-04 08:00:00,7366.34424962,7381.61446403,7317.39307595,7346.75480634,2784.930250925607,1894.41048086,678.58802489,1215.82245597,-0.10154371,-7.46
89,2020-01-04 09:00:00,7332.30314022,7386.29223201,7320.82304101,7348.91173665,2494.7945119445,3170.39899702,3578.64201345,-408.2430164299999,-0.16580933,-12.21
90,2020-01-04 10:00:00,7344.07285142,7393.93556733,7330.95606069,7340.42151443,4558.2216417198315,1252.72119505,1150.64844713,102.07274791999998,-0.18528893,-13.56
91,2020-01-04 11:00:00,7346.28397637,7366.06934337,7291.2228287,7360.76413584,3285.658049787082,888.091229,650.49012138,237.60110762,-0.13412482,-9.84
92,2020-01-04 12:00:00,7340.31931917,7358.60600725,7294.03281727,7303.2867377,2255.7712388341297,683.31012787,599.93562801,83.37449986000001,-0.17708457,-12.95
93,2020-01-04 13:00:00,7338.87956988,7351.47313437,7283.0469761,7288.60462815,3481.526253232307,1919.93716383,2799.72554556,-879.7883817299999,-0.21947239,-16.03
94,2020-01-04 14:00:00,7301.11128262,7342.61682494,7286.1165774,7321.84835913,2550.300770509029,1361.87807503,1164.48310255,197.39497248,-0.16223116,-11.87
95,2020-01-04 15:00:00,7309.07869047,7351.881411,7291.20315314,7304.4350688,2197.7066432733236,1838.12758281,2097.29959181,-259.1720090000001,-0.17598057,-12.88
