start_time,coinbase_premium_gap,coinbase_premium_gap_usdt_adjusted,coinbase_premium_index,coinbase_premium_index_usdt_adjusted,datetime
1688108400000,-3.78,-211.69109352,-0.01228665,-0.69273877,2023-06-30 07:00:00+00:00
1688112000000,-7.19,21.13983426,-0.0233033,0.06845279,2023-06-30 08:00:00+00:00
1688115600000,-5.03,-1130.60057002,-0.01634771,-3.8089185,2023-06-30 09:00:00+00:00
1688119200000,-5.97,-16.78545975,-0.01937587,-0.05449699,2023-06-30 10:00:00+00:00
1688122800000,-8.54,-22.68936618,-0.02762859,-0.07343819,2023-06-30 11:00:00+00:00
1688126400000,-7.22,-289.06995949,-0.02328273,-0.94065228,2023-06-30 12:00:00+00:00
1688130000000,-5.98,-7.99577162,-0.01984363,-0.0265344,2023-06-30 13:00:00+00:00
1688133600000,-20.34,-178.5158096,-0.06759159,-0.59634177,2023-06-30 14:00:00+00:00
1688137200000,-1.97,-202.13321746,-0.00655188,-0.67673516,2023-06-30 15:00:00+00:00
1688140800000,-6.91,-42.44365949,-0.02272987,-0.13977806,2023-06-30 16:00:00+00:00
1688144400000,-20.16,-112.17884956,-0.06619429,-0.36944617,2023-06-30 17:00:00+00:00
1688148000000,-9.76,-184.28500971,-0.03214757,-0.61048892,2023-06-30 18:00:00+00:00
1688151600000,-10.42,-523.7784883,-0.03430751,-1.75367168,2023-06-30 19:00:00+00:00
1688155200000,-7.89,-355.9071798,-0.02595605,-1.18424685,2023-06-30 20:00:00+00:00
1688158800000,-9.15,-22.40251269,-0.03002012,-0.07353208,2023-06-30 21:00:00+00:00
1688162400000,-0.47,-51.39196078,-0.00154216,-0.16890891,2023-06-30 22:00:00+00:00
1688166000000,-5.28,-163.4845296,-0.01732738,-0.53929282,2023-06-30 23:00:00+00:00
1688169600000,-2.91,-223.12582115,-0.00955043,-0.7375769,2023-07-01 00:00:00+00:00
1688173200000,-10.18,-247.31279124,-0.03343429,-0.81857826,2023-07-01 01:00:00+00:00
1688176800000,1.09,-96.29322502,0.00358307,-0.31755023,2023-07-01 02:00:00+00:00
1688180400000,-4.51,-503.17233116,-0.0148365,-1.68243445,2023-07-01 03:00:00+00:00
1688184000000,-4.09,-885.77466343,-0.01345875,-2.99933946,2023-07-01 04:00:00+00:00
1688187600000,-6.67,-52.33199332,-0.02191962,-0.17223669,2023-07-01 05:00:00+00:00
1688191200000,-7.26,-54.63755953,-0.02384216,-0.17971134,2023-07-01 06:00:00+00:00
1688194800000,-3.88,-193.54818998,-0.01273807,-0.63937671,2023-07-01 07:00:00+00:00
1688198400000,-8.91,-37.30693101,-0.02926906,-0.12266638,2023-07-01 08:00:00+00:00
1688202000000,-4.33,4.5673627,-0.01422413,0.01499949,2023-07-01 09:00:00+00:00
1688205600000,-2.54,-893.00139892,-0.00833607,-3.01640719,2023-07-01 10:00:00+00:00
1688209200000,-0.35,-380.94550437,-0.00114668,-1.26362189,2023-07-01 11:00:00+00:00
1688212800000,1.46,-1526.7405,0.00477686,-5.2449843,2023-07-01 12:00:00+00:00
1688216400000,-0.27,-7.31620939,-0.00088336,-0.02394187,2023-07-01 13:00:00+00:00
1688220000000,-6.19,-1116.90891291,-0.02022313,-3.78142815,2023-07-01 14:00:00+00:00
1688223600000,-4.46,-36.62204843,-0.01458824,-0.11991325,2023-07-01 15:00:00+00:00
1688227200000,-3.13,-0.84229724,-0.01023813,-0.00275492,2023-07-01 16:00:00+00:00
1688230800000,1.99,7.78833255,0.00650883,0.025469,2023-07-01 17:00:00+00:00
1688234400000,2.39,-14.60037156,0.00780819,-0.04772628,2023-07-01 18:00:00+00:00
1688238000000,4.27,-0.37897238,0.01394991,-0.00123828,2023-07-01 19:00:00+00:00
1688241600000,5.97,-920.83783933,0.01952092,-3.10223635,2023-07-01 20:00:00+00:00
1688245200000,4.88,-692.724976,0.01595572,-2.31660435,2023-07-01 21:00:00+00:00
1688248800000,4.79,-1296.4751056,0.01566504,-4.42038048,2023-07-01 22:00:00+00:00
1688252400000,1.31,-165.17394744,0.00428302,-0.54297247,2023-07-01 23:00:00+00:00
1688256000000,0.12,-81.41548859,0.00039247,-0.2669846,2023-07-02 00:00:00+00:00
1688259600000,-0.29,-109.97099041,-0.00094872,-0.3610546,2023-07-02 01:00:00+00:00
1688263200000,1.06,-1323.2350116,0.00347063,-4.52036611,2023-07-02 02:00:00+00:00
1688266800000,-0.05,-1162.92607984,-0.00016388,-3.95699388,2023-07-02 03:00:00+00:00
1688270400000,1.94,-388.21339145,0.00635489,-1.28792955,2023-07-02 04:00:00+00:00
1688274000000,1.68,-1185.68861083,0.00551158,-4.04141944,2023-07-02 05:00:00+00:00
1688277600000,-0.5,5.6962792,-0.00164042,0.01868478,2023-07-02 06:00:00+00:00
1688281200000,-6.62,6.2775442,-0.02169566,0.02056464,2023-07-02 07:00:00+00:00
1688284800000,-1.86,-29.43614029,-0.00610156,-0.09664991,2023-07-02 08:00:00+00:00
1688288400000,2.38,12.17650635,0.00779898,0.03988817,2023-07-02 09:00:00+00:00
1688292000000,0.18,-1525.3195,0.00058997,-5.24938053,2023-07-02 10:00:00+00:00
1688295600000,-0.86,-194.56435587,-0.00281554,-0.64102106,2023-07-02 11:00:00+00:00
1688299200000,-2.3,-938.52692388,-0.00753456,-3.16881249,2023-07-02 12:00:00+00:00
1688302800000,-2.07,-2.69622854,-0.00678289,-0.00883507,2023-07-02 13:00:00+00:00
1688306400000,2.12,-80.10409102,0.00693032,-0.26256555,2023-07-02 14:00:00+00:00
1688310000000,-0.36,-157.22895428,-0.0011804,-0.51819012,2023-07-02 15:00:00+00:00
1688313600000,4.77,-1134.76526952,0.01560783,-3.85149174,2023-07-02 16:00:00+00:00
1688317200000,2.16,-344.70407987,0.00709565,-1.1452631,2023-07-02 17:00:00+00:00
1688320800000,6.54,-746.27458864,0.02142642,-2.50525438,2023-07-02 18:00:00+00:00
1688324400000,1.34,-8.9793488,0.00438514,-0.02939478,2023-07-02 19:00:00+00:00
1688328000000,3.23,5.7969844,0.01055953,0.01894994,2023-07-02 20:00:00+00:00
1688331600000,3.56,-159.17517459,0.01165019,-0.52367891,2023-07-02 21:00:00+00:00
1688335200000,2.62,-44.93271782,0.00854776,-0.14682066,2023-07-02 22:00:00+00:00
1688338800000,-3.52,-1534.3715,-0.01149687,-5.26207171,2023-07-02 23:00:00+00:00
1688342400000,0.76,-895.80930553,0.00248058,-3.00941302,2023-07-03 00:00:00+00:00
1688346000000,2.49,-1496.87112546,0.0081211,-5.12076414,2023-07-03 01:00:00+00:00
1688349600000,1.11,-1126.8474629,0.00360917,-3.79832628,2023-07-03 02:00:00+00:00
1688353200000,1.75,-29.12475554,0.00568983,-0.09478923,2023-07-03 03:00:00+00:00
1688356800000,-0.39,-96.57268905,-0.00127119,-0.31576101,2023-07-03 04:00:00+00:00
1688360400000,-0.68,-214.84260137,-0.00221689,-0.70530517,2023-07-03 05:00:00+00:00
1688364000000,-0.94,-602.96212079,-0.00306676,-2.005807,2023-07-03 06:00:00+00:00
1688367600000,1.91,6.27884789,0.00622815,0.02047124,2023-07-03 07:00:00+00:00
1688371200000,4.26,-39.0452136,0.01390334,-0.12761177,2023-07-03 08:00:00+00:00
1688374800000,-2.67,-1533.2005,-0.00872247,-5.25915859,2023-07-03 09:00:00+00:00
1688378400000,0.54,-1524.10842719,0.0017624,-5.22174687,2023-07-03 10:00:00+00:00
1688382000000,-4.09,-1.56280685,-0.01335501,-0.00510259,2023-07-03 11:00:00+00:00
1688385600000,-0.4,-146.29814356,-0.00130493,-0.47954257,2023-07-03 12:00:00+00:00
1688389200000,14.32,5.39758679,0.04671519,0.01761332,2023-07-03 13:00:00+00:00
1688392800000,14.38,-117.49949896,0.04678512,-0.38392314,2023-07-03 14:00:00+00:00
1688396400000,0.62,-33.3544899,0.00199558,-0.10747482,2023-07-03 15:00:00+00:00
1688400000000,10.9,-61.46841706,0.03511347,-0.19847716,2023-07-03 16:00:00+00:00
1688403600000,5.58,-245.58280973,0.01799943,-0.79859561,2023-07-03 17:00:00+00:00
1688407200000,2.19,6.49579331,0.00701942,0.02081755,2023-07-03 18:00:00+00:00
1688410800000,11.23,-20.36371563,0.03592929,-0.06521757,2023-07-03 19:00:00+00:00
1688414400000,0.83,-482.59302801,0.00266699,-1.57477776,2023-07-03 20:00:00+00:00
1688418000000,0.52,-1417.21145614,0.00167471,-4.7726549,2023-07-03 21:00:00+00:00
1688421600000,-2.8,-97.55534329,-0.00899723,-0.31442869,2023-07-03 22:00:00+00:00
1688425200000,5.6,-481.95807725,0.01797395,-1.57111637,2023-07-03 23:00:00+00:00
1688428800000,7.98,-57.26522306,0.02564856,-0.18444242,2023-07-04 00:00:00+00:00
1688432400000,2.32,-1562.12,0.00741479,-5.24221447,2023-07-04 01:00:00+00:00
1688436000000,10.97,-286.10472341,0.03509303,-0.92394697,2023-07-04 02:00:00+00:00
1688439600000,6.0,-1553.7845,0.01923343,-5.2298049,2023-07-04 03:00:00+00:00
1688443200000,0.32,-210.14888512,0.00103033,-0.68121897,2023-07-04 04:00:00+00:00
1688446800000,3.11,-1536.60052622,0.0100411,-5.20777264,2023-07-04 05:00:00+00:00
1688450400000,9.07,10.85960402,0.02925849,0.03502947,2023-07-04 06:00:00+00:00
1688454000000,0.39,-807.69608022,0.00126167,-2.68124576,2023-07-04 07:00:00+00:00
1688457600000,5.33,-59.96792744,0.01723204,-0.19428726,2023-07-04 08:00:00+00:00
1688461200000,6.59,-793.02469912,0.02124647,-2.62266243,2023-07-04 09:00:00+00:00
1688464800000,10.29,-807.53501143,0.03316612,-2.67140775,2023-07-04 10:00:00+00:00
1688468400000,4.31,-773.46594517,0.0138728,-2.55191722,2023-07-04 11:00:00+00:00
1688472000000,10.46,8.95556415,0.03369313,0.02884853,2023-07-04 12:00:00+00:00
1688475600000,10.37,6.72786287,0.0334521,0.02170565,2023-07-04 13:00:00+00:00
1688479200000,8.79,34.05387696,0.02838011,0.10985942,2023-07-04 14:00:00+00:00
1688482800000,4.04,-11.08857189,0.01304725,-0.03582824,2023-07-04 15:00:00+00:00
1688486400000,4.51,12.94853664,0.01456705,0.04181165,2023-07-04 16:00:00+00:00
1688490000000,7.41,2.4524024,0.02398057,0.00793785,2023-07-04 17:00:00+00:00
1688493600000,2.98,5.14314,0.00964339,0.01664222,2023-07-04 18:00:00+00:00
1688497200000,9.71,20.52204098,0.03163192,0.06683037,2023-07-04 19:00:00+00:00
1688500800000,10.75,13.11891524,0.03490585,0.04259457,2023-07-04 20:00:00+00:00
1688504400000,1.68,7.93531142,0.00545389,0.02575566,2023-07-04 21:00:00+00:00
1688508000000,9.62,224.71100059,0.03121349,0.72401909,2023-07-04 22:00:00+00:00
1688511600000,4.74,3.58594821,0.01540636,0.0116558,2023-07-04 23:00:00+00:00
1688515200000,5.79,11.70558452,0.01882176,0.03804444,2023-07-05 00:00:00+00:00
1688518800000,5.42,16.79386083,0.01759973,0.05451259,2023-07-05 01:00:00+00:00
1688522400000,8.01,14.89334775,0.02597446,0.04828468,2023-07-05 02:00:00+00:00
1688526000000,3.4,10.7415053,0.01101439,0.03478911,2023-07-05 03:00:00+00:00
1688529600000,4.06,217.71443659,0.01316692,0.70117359,2023-07-05 04:00:00+00:00
1688533200000,4.19,25.23231895,0.01359768,0.08182976,2023-07-05 05:00:00+00:00
1688536800000,2.77,431.75104374,0.00899038,1.3817909,2023-07-05 06:00:00+00:00
1688540400000,-0.38,6.29462708,-0.0012348,0.02044977,2023-07-05 07:00:00+00:00
1688544000000,-3.89,4.3948233,-0.01264453,0.01428162,2023-07-05 08:00:00+00:00
1688547600000,-0.19,8.0936,-0.0006193,0.02637358,2023-07-05 09:00:00+00:00
1688551200000,2.54,20.40831501,0.00834697,0.06702659,2023-07-05 10:00:00+00:00
1688554800000,3.06,418.06288476,0.01006437,1.35624416,2023-07-05 11:00:00+00:00
1688558400000,-1.76,162.47033995,-0.00580452,0.53292824,2023-07-05 12:00:00+00:00
1688562000000,-1.05,17.98737267,-0.0034588,0.05921504,2023-07-05 13:00:00+00:00
1688565600000,-0.65,448.05596397,-0.00213692,1.45128393,2023-07-05 14:00:00+00:00
1688569200000,-0.84,-4.581087,-0.00276715,-0.01509301,2023-07-05 15:00:00+00:00
1688572800000,2.08,87.4349867,0.00682804,0.28621981,2023-07-05 16:00:00+00:00
1688576400000,3.88,6.14817974,0.01271164,0.02014114,2023-07-05 17:00:00+00:00
1688580000000,2.2,15.27497093,0.00721181,0.05005135,2023-07-05 18:00:00+00:00
1688583600000,9.08,14.25617038,0.02983706,0.04683809,2023-07-05 19:00:00+00:00
1688587200000,9.03,18.07091867,0.02964515,0.05930855,2023-07-05 20:00:00+00:00
1688590800000,7.22,104.24040926,0.02369545,0.34101913,2023-07-05 21:00:00+00:00
1688594400000,5.33,6.68657352,0.01751163,0.02196765,2023-07-05 22:00:00+00:00
1688598000000,-5.54,3.81979085,-0.01816107,0.01251809,2023-07-05 23:00:00+00:00
1688601600000,6.53,16.870454,0.02147101,0.05545215,2023-07-06 00:00:00+00:00
1688605200000,2.38,31.84549276,0.00780924,0.10439022,2023-07-06 01:00:00+00:00
1688608800000,1.51,18.26361789,0.00495543,0.05990347,2023-07-06 02:00:00+00:00
1688612400000,3.69,468.1302861,0.01210199,1.5119279,2023-07-06 03:00:00+00:00
1688616000000,5.53,41.78717719,0.01815174,0.1369995,2023-07-06 04:00:00+00:00
1688619600000,3.76,36.92245054,0.01229461,0.12059969,2023-07-06 05:00:00+00:00
1688623200000,7.06,34.60964186,0.02300232,0.1126611,2023-07-06 06:00:00+00:00
1688626800000,0.58,11.0530846,0.00188292,0.03587072,2023-07-06 07:00:00+00:00
1688630400000,3.76,13.04244351,0.01200129,0.04161695,2023-07-06 08:00:00+00:00
1688634000000,0.77,10.94063356,0.00247831,0.03520178,2023-07-06 09:00:00+00:00
1688637600000,4.47,-3.87665579,0.01431241,-0.01241591,2023-07-06 10:00:00+00:00
1688641200000,11.14,21.25088216,0.03611425,0.06886967,2023-07-06 11:00:00+00:00
1688644800000,3.67,5.73429691,0.01199334,0.01873808,2023-07-06 12:00:00+00:00
1688648400000,6.53,-13.89524737,0.02149903,-0.04577874,2023-07-06 13:00:00+00:00
1688652000000,2.36,2.37661789,0.00781086,0.00786585,2023-07-06 14:00:00+00:00
1688655600000,-4.33,597.96262791,-0.01424014,1.92757647,2023-07-06 15:00:00+00:00
1688659200000,4.31,57.83541214,0.01421786,0.19045098,2023-07-06 16:00:00+00:00
1688662800000,0.14,166.22429918,0.00046212,0.54568007,2023-07-06 17:00:00+00:00
1688666400000,0.95,527.47989613,0.00312726,1.70629116,2023-07-06 18:00:00+00:00
1688670000000,2.15,-6.24401817,0.0070934,-0.02060631,2023-07-06 19:00:00+00:00
1688673600000,4.06,86.44478197,0.01339264,0.2843787,2023-07-06 20:00:00+00:00
1688677200000,-1.3,8.20839466,-0.00430112,0.02714934,2023-07-06 21:00:00+00:00
1688680800000,-1.4,1506.965,-0.00464079,4.74559125,2023-07-06 22:00:00+00:00
1688684400000,3.95,-2.53521563,0.01321272,-0.00848212,2023-07-06 23:00:00+00:00
1688688000000,9.47,52.8659544,0.03151142,0.1756574,2023-07-07 00:00:00+00:00
1688691600000,5.84,1510.14,0.01941102,4.76844047,2023-07-07 01:00:00+00:00
1688695200000,6.85,68.96930541,0.02275522,0.22863844,2023-07-07 02:00:00+00:00
1688698800000,5.36,1512.13,0.01778639,4.76689707,2023-07-07 03:00:00+00:00
1688702400000,8.68,39.9108459,0.02884889,0.13251021,2023-07-07 04:00:00+00:00
1688706000000,7.02,-5.4862776,0.02323857,-0.01816895,2023-07-07 05:00:00+00:00
1688709600000,10.46,36.15431855,0.03473121,0.1199438,2023-07-07 06:00:00+00:00
1688713200000,-1.8,2.05625097,-0.00599852,0.0068516,2023-07-07 07:00:00+00:00
1688716800000,1.38,2.63661669,0.00459152,0.00877215,2023-07-07 08:00:00+00:00
1688720400000,2.18,16.20357899,0.0072332,0.05373819,2023-07-07 09:00:00+00:00
1688724000000,5.59,4.081706,0.01853087,0.01353155,2023-07-07 10:00:00+00:00
1688727600000,6.25,1.23583882,0.02075123,0.00410391,2023-07-07 11:00:00+00:00
1688731200000,4.09,6.5936079,0.01354126,0.02182845,2023-07-07 12:00:00+00:00
1688734800000,-0.44,-11.6206081,-0.00144806,-0.03825814,2023-07-07 13:00:00+00:00
1688738400000,21.62,108.80061838,0.07109155,0.35673596,2023-07-07 14:00:00+00:00
1688742000000,6.07,68.75716504,0.01997313,0.22577646,2023-07-07 15:00:00+00:00
1688745600000,3.97,1.70218916,0.01307863,0.00560805,2023-07-07 16:00:00+00:00
1688749200000,1.39,-21.08322347,0.00459679,-0.06977502,2023-07-07 17:00:00+00:00
1688752800000,1.42,23.90356162,0.00470724,0.07918018,2023-07-07 18:00:00+00:00
1688756400000,5.49,14.00400284,0.01815104,0.04628701,2023-07-07 19:00:00+00:00
1688760000000,3.4,0.58271307,0.01123443,0.0019256,2023-07-07 20:00:00+00:00
1688763600000,5.35,866.41510192,0.0176628,2.77911822,2023-07-07 21:00:00+00:00
1688767200000,5.14,1520.344,0.01696141,4.76611334,2023-07-07 22:00:00+00:00
1688770800000,7.38,785.99253317,0.02432056,2.52375145,2023-07-07 23:00:00+00:00
1688774400000,7.74,1522.0545,0.02555612,4.77427831,2023-07-08 00:00:00+00:00
1688778000000,3.73,1518.959,0.01230837,4.76169295,2023-07-08 01:00:00+00:00
1688781600000,-0.67,1276.03343207,-0.00220718,4.0268439,2023-07-08 02:00:00+00:00
1688785200000,3.1,1516.8415,0.01023953,4.75972755,2023-07-08 03:00:00+00:00
1688788800000,1.12,1512.9145,0.00370421,4.753519,2023-07-08 04:00:00+00:00
1688792400000,3.9,-0.89779748,0.01289704,-0.00296943,2023-07-08 05:00:00+00:00
1688796000000,3.73,0.712329,0.01236053,0.00236076,2023-07-08 06:00:00+00:00
1688799600000,5.39,177.13345488,0.01785161,0.58332659,2023-07-08 07:00:00+00:00
1688803200000,4.07,3.31854943,0.01344299,0.01096126,2023-07-08 08:00:00+00:00
1688806800000,3.45,5.49693088,0.01140544,0.01817121,2023-07-08 09:00:00+00:00
1688810400000,4.0,1515.14,0.01323504,4.76257329,2023-07-08 10:00:00+00:00
1688814000000,2.62,0.40228843,0.00867501,0.0013321,2023-07-08 11:00:00+00:00
1688817600000,3.89,1122.60426805,0.01289281,3.58274437,2023-07-08 12:00:00+00:00
1688821200000,5.31,749.63834176,0.01757736,2.42033909,2023-07-08 13:00:00+00:00
1688824800000,4.53,25.19353571,0.01499752,0.08335146,2023-07-08 14:00:00+00:00
1688828400000,3.64,332.70692096,0.01204979,1.08938897,2023-07-08 15:00:00+00:00
1688832000000,3.36,781.62190267,0.01110576,2.51702679,2023-07-08 16:00:00+00:00
1688835600000,2.38,201.58141716,0.00786655,0.66189465,2023-07-08 17:00:00+00:00
1688839200000,1.93,17.67295899,0.00639036,0.05848586,2023-07-08 18:00:00+00:00
1688842800000,1.99,19.31403584,0.00660866,0.06410376,2023-07-08 19:00:00+00:00
1688846400000,3.57,106.99939069,0.01183757,0.35357679,2023-07-08 20:00:00+00:00
1688850000000,10.41,486.10377378,0.03449213,1.58525309,2023-07-08 21:00:00+00:00
1688853600000,5.67,2.345305,0.01875962,0.00776047,2023-07-08 22:00:00+00:00
1688857200000,7.06,-0.91909147,0.02331216,-0.00303564,2023-07-08 23:00:00+00:00
1688860800000,1.82,268.85788515,0.00599947,0.87846496,2023-07-09 00:00:00+00:00
1688864400000,5.84,26.90666454,0.01925343,0.08864482,2023-07-09 01:00:00+00:00
1688868000000,3.82,269.30256196,0.01260683,0.88096999,2023-07-09 02:00:00+00:00
1688871600000,5.41,-1.41600431,0.01786187,-0.00467619,2023-07-09 03:00:00+00:00
1688875200000,7.5,1521.2675,0.02477263,4.773534,2023-07-09 04:00:00+00:00
1688878800000,8.23,-25.056737,0.02719702,-0.08289406,2023-07-09 05:00:00+00:00
1688882400000,5.65,1518.3895,0.01867473,4.76774099,2023-07-09 06:00:00+00:00
1688886000000,6.22,0.7723,0.02055179,0.00255225,2023-07-09 07:00:00+00:00
1688889600000,3.59,-2.1680469,0.01184603,-0.00715533,2023-07-09 08:00:00+00:00
1688893200000,6.13,-1.02664088,0.02024706,-0.00339174,2023-07-09 09:00:00+00:00
1688896800000,5.86,134.58229473,0.01936365,0.44281909,2023-07-09 10:00:00+00:00
1688900400000,8.65,1521.9845,0.02857927,4.77715031,2023-07-09 11:00:00+00:00
1688904000000,8.15,801.45757884,0.02687109,2.57334325,2023-07-09 12:00:00+00:00
1688907600000,3.02,70.58904361,0.00997848,0.23271476,2023-07-09 13:00:00+00:00
1688911200000,1.72,14.85675143,0.00566889,0.04894469,2023-07-09 14:00:00+00:00
1688914800000,6.68,1524.1535,0.02201027,4.77090976,2023-07-09 15:00:00+00:00
1688918400000,9.1,1523.4995,0.03004491,4.77854267,2023-07-09 16:00:00+00:00
1688922000000,9.05,1523.4645,0.02987953,4.77838556,2023-07-09 17:00:00+00:00
1688925600000,7.88,752.47455652,0.02604269,2.42566358,2023-07-09 18:00:00+00:00
1688929200000,7.36,128.67565328,0.02433668,0.42377389,2023-07-09 19:00:00+00:00
1688932800000,5.9,25.98202275,0.01954031,0.08599308,2023-07-09 20:00:00+00:00
1688936400000,5.18,22.54744024,0.01717854,0.07473147,2023-07-09 21:00:00+00:00
1688940000000,8.85,93.56923806,0.02932989,0.30922823,2023-07-09 22:00:00+00:00
1688943600000,7.67,1515.7055,0.02543044,4.77415891,2023-07-09 23:00:00+00:00
1688947200000,3.3,774.35504438,0.010967,2.5074963,2023-07-10 00:00:00+00:00
1688950800000,3.61,379.09559797,0.01201379,1.24583502,2023-07-10 01:00:00+00:00
1688954400000,4.48,10.209242,0.01483444,0.03379902,2023-07-10 02:00:00+00:00
1688958000000,6.23,1514.0385,0.02065912,4.76962617,2023-07-10 03:00:00+00:00
1688961600000,2.22,-0.19456567,0.00737099,-0.00064606,2023-07-10 04:00:00+00:00
1688965200000,1.72,2.64743577,0.00571766,0.00880039,2023-07-10 05:00:00+00:00
1688968800000,3.49,1507.972,0.01159868,4.76101874,2023-07-10 06:00:00+00:00
1688972400000,5.73,85.22654624,0.0190289,0.28228369,2023-07-10 07:00:00+00:00
1688976000000,1.75,16.71653118,0.00581411,0.05551049,2023-07-10 08:00:00+00:00
1688979600000,-1.36,31.239424,-0.00451228,0.10353562,2023-07-10 09:00:00+00:00
1688983200000,4.08,5.90730606,0.01351734,0.01957016,2023-07-10 10:00:00+00:00
1688986800000,-1.97,-9.9055808,-0.00651455,-0.03276515,2023-07-10 11:00:00+00:00
1688990400000,-0.39,9.62451288,-0.00129304,0.03189936,2023-07-10 12:00:00+00:00
1688994000000,-1.22,-1.19311337,-0.00403844,-0.00394943,2023-07-10 13:00:00+00:00
1688997600000,-1.69,50.18864735,-0.00557571,0.16530087,2023-07-10 14:00:00+00:00
1689001200000,6.96,92.12353657,0.02296059,0.30305576,2023-07-10 15:00:00+00:00
1689004800000,4.97,9.57700561,0.01637498,0.03154919,2023-07-10 16:00:00+00:00
1689008400000,5.64,10.23986414,0.01862726,0.03381413,2023-07-10 17:00:00+00:00
1689012000000,2.97,8.11444179,0.00972845,0.02657498,2023-07-10 18:00:00+00:00
1689015600000,6.47,93.48419995,0.02098102,0.30229661,2023-07-10 19:00:00+00:00
1689019200000,-1.24,5.54461717,-0.00402872,0.01801031,2023-07-10 20:00:00+00:00
1689022800000,8.3,47.41075942,0.02739074,0.1562578,2023-07-10 21:00:00+00:00
1689026400000,2.47,11.31383057,0.00813909,0.03727023,2023-07-10 22:00:00+00:00
1689030000000,8.32,71.2777281,0.02735801,0.2338918,2023-07-10 23:00:00+00:00
1689033600000,6.0,575.62526395,0.01972387,1.85682663,2023-07-11 00:00:00+00:00
1689037200000,-1.59,-5.73933203,-0.00519841,-0.01876696,2023-07-11 01:00:00+00:00
1689040800000,6.47,524.18578624,0.02122446,1.69035752,2023-07-11 02:00:00+00:00
1689044400000,3.33,73.23493452,0.01092663,0.23975243,2023-07-11 03:00:00+00:00
1689048000000,4.68,14.39104402,0.01537391,0.04725983,2023-07-11 04:00:00+00:00
1689051600000,3.27,355.5438924,0.0107368,1.15389887,2023-07-11 05:00:00+00:00
1689055200000,-1.03,-17.53867421,-0.00336221,-0.05728206,2023-07-11 06:00:00+00:00
1689058800000,4.45,7.57407473,0.01457326,0.02480172,2023-07-11 07:00:00+00:00
1689062400000,0.67,1.60896907,0.00219702,0.00527585,2023-07-11 08:00:00+00:00
1689066000000,2.75,9.41638128,0.00903125,0.03091748,2023-07-11 09:00:00+00:00
1689069600000,4.89,-25.01983676,0.0160882,-0.0823968,2023-07-11 10:00:00+00:00
1689073200000,4.95,7.45622727,0.01628059,0.02452157,2023-07-11 11:00:00+00:00
1689076800000,-0.23,22.98250456,-0.00075576,0.07546064,2023-07-11 12:00:00+00:00
1689080400000,-4.21,144.6816695,-0.01382594,0.47282173,2023-07-11 13:00:00+00:00
1689084000000,6.74,9.65750649,0.0220785,0.03163248,2023-07-11 14:00:00+00:00
1689087600000,3.0,698.87495004,0.00980506,2.23221969,2023-07-11 15:00:00+00:00
1689091200000,0.61,41.44620784,0.00199026,0.13504708,2023-07-11 16:00:00+00:00
1689094800000,7.61,6.33683202,0.02488913,0.02072599,2023-07-11 17:00:00+00:00
1689098400000,4.26,6.5079,0.01397638,0.0213498,2023-07-11 18:00:00+00:00
1689102000000,5.48,26.20449716,0.01791904,0.08562798,2023-07-11 19:00:00+00:00
1689105600000,1.72,22.79386588,0.00562615,0.07450776,2023-07-11 20:00:00+00:00
1689109200000,-0.5,75.94929474,-0.00163558,0.24782112,2023-07-11 21:00:00+00:00
1689112800000,-0.18,413.26282895,-0.00058853,1.33294774,2023-07-11 22:00:00+00:00
1689116400000,4.45,373.20102198,0.01453199,1.20405504,2023-07-11 23:00:00+00:00
1689120000000,6.03,24.67007228,0.01976402,0.08080962,2023-07-12 00:00:00+00:00
1689123600000,2.19,3.81054127,0.00717188,0.01247822,2023-07-12 01:00:00+00:00
1689127200000,4.91,1535.2715,0.01604196,4.76523986,2023-07-12 02:00:00+00:00
1689130800000,5.43,1534.846,0.01775187,4.76686428,2023-07-12 03:00:00+00:00
1689134400000,6.44,1538.208,0.02102146,4.76997039,2023-07-12 04:00:00+00:00
1689138000000,3.41,269.69853914,0.01112416,0.87217228,2023-07-12 05:00:00+00:00
1689141600000,-2.27,6.04068431,-0.00738932,0.01965836,2023-07-12 06:00:00+00:00
1689145200000,4.98,100.2066794,0.01620039,0.32497156,2023-07-12 07:00:00+00:00
1689148800000,-1.7,-32.43548,-0.00553107,-0.1056366,2023-07-12 08:00:00+00:00
1689152400000,0.97,1.24682333,0.00315714,0.0040581,2023-07-12 09:00:00+00:00
1689156000000,3.93,3.04672309,0.01280965,0.00993094,2023-07-12 10:00:00+00:00
1689159600000,1.87,2.56338891,0.00607611,0.00832893,2023-07-12 11:00:00+00:00
1689163200000,0.01,19.28999187,3.255e-05,0.06275114,2023-07-12 12:00:00+00:00
1689166800000,-5.82,398.43950855,-0.01897847,1.28214583,2023-07-12 13:00:00+00:00
1689170400000,5.81,4.62418313,0.01890256,0.01504515,2023-07-12 14:00:00+00:00
1689174000000,-8.11,264.2237282,-0.02656871,0.85788553,2023-07-12 15:00:00+00:00
1689177600000,-4.41,12.65206634,-0.01446517,0.04147661,2023-07-12 16:00:00+00:00
1689181200000,-2.48,174.71976149,-0.00814505,0.57049139,2023-07-12 17:00:00+00:00
1689184800000,-3.21,-1.00725108,-0.01051712,-0.00329988,2023-07-12 18:00:00+00:00
1689188400000,-5.12,98.0382142,-0.01690468,0.32258983,2023-07-12 19:00:00+00:00
