,datetime,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_inflow_total,btc_outflow_total,btc_netflow_total
16,2023-01-01 08:00:00,16516.29034379,16569.03541776,16496.48474993,16519.00510715,4556.221381441302,794.18544129,634.57591173,159.60952955999994
17,2023-01-01 09:00:00,16507.16072274,16559.10827194,16493.25565172,16540.82401687,4372.8696987511585,904.4245378,495.10638119,409.3181566100001
18,2023-01-01 10:00:00,16553.14874757,16562.35819165,16523.60493087,16547.01285217,4032.436006170527,1746.05484371,1636.57430732,109.48053639
19,2023-01-01 11:00:00,16538.29061734,16570.34240559,16531.4605581,16561.57591288,3825.027054212812,3021.75487239,2974.6232477,47.13162469000008
20,2023-01-01 12:00:00,16547.25657575,16583.32676746,16540.29848123,16571.56688351,4461.663830301255,292.68383914,314.31457864,-21.630739500000004
21,2023-01-01 13:00:00,16553.30787927,16577.97627828,16526.56651252,16551.5063356,4805.6765898509575,955.86659137,960.61620008,-4.749608709999961
22,2023-01-01 14:00:00,16540.53642477,16569.88533145,16520.584314,16531.63908654,3366.827392262609,521.18417806,244.66280998,276.52136808
23,2023-01-01 15:00:00,16535.03882866,16566.90696548,16527.3151852,16561.87731444,3431.3740262904694,840.72158545,921.20863001,-80.48704455999996
24,2023-01-01 16:00:00,16550.55344118,16587.2579931,16544.92014216,16575.03192158,5619.692710790016,1795.84819271,565.48242335,1230.3657693599998
25,2023-01-01 17:00:00,16566.11695946,16602.07002862,16550.53369924,16583.63629062,5386.484100472891,871.73497346,948.57401766,-76.83904419999999
26,2023-01-01 18:00:00,16573.07354917,16629.58887346,16567.94140109,16598.28325646,4286.012223621046,721.73072306,539.80148656,181.9292365
27,2023-01-01 19:00:00,16604.19913078,16634.11017358,16587.23779647,16609.93072159,4854.831524236533,470.21858966,635.37505826,-165.15646859999993
28,2023-01-01 20:00:00,16604.46220056,16637.82552275,16592.62565096,16607.70570595,5405.848739269,815.7427633,763.3466901,52.39607319999993
29,2023-01-01 21:00:00,16602.78818242,16654.88742139,16543.77970935,16610.26904915,3969.513603749498,918.04786441,825.13942445,92.90843996
30,2023-01-01 22:00:00,16602.72240593,16630.57439395,16566.20658975,16607.09777011,4326.577575781003,1626.49553719,823.84044176,802.6550954300001
31,2023-01-01 23:00:00,16598.37286658,16636.29522711,16570.39414245,16619.21071995,4335.35284027526,1772.35540332,1127.25988492,645.0955184
32,2023-01-02 00:00:00,16628.47298536,16637.08259793,16561.67287961,16567.23612191,4559.116665270005,382.14420265,411.16922351,-29.025020859999984
33,2023-01-02 01:00:00,16612.14296891,16613.39259403,16530.77263687,16560.12710398,6490.219734331275,1725.50360353,1380.19075055,345.3128529799999
34,2023-01-02 02:00:00,16561.43400376,16617.63214123,16541.81104241,16592.18357701,3366.8571885152924,806.48367793,506.52196771,299.96171022
35,2023-01-02 03:00:00,16580.35357358,16701.10532031,16568.70879623,16661.03459266,7977.882845427965,971.52332849,1274.74678956,-303.22346107
36,2023-01-02 04:00:00,16656.00955162,16691.98178025,16619.52548157,16642.67510738,5796.023356415569,709.67655031,575.45778211,134.2187682
37,2023-01-02 05:00:00,16661.57644292,16678.98209028,16611.78364701,16651.98664177,5540.0021543944,1518.3425227,1641.70996485,-123.36744215
38,2023-01-02 06:00:00,16669.12910639,16681.36627232,16612.31926702,16647.82568485,3568.69585169073,881.64680217,681.98491123,199.66189094000003
39,2023-01-02 07:00:00,16635.11972393,16800.15060307,16626.25198076,16720.81675173,14703.838533306396,718.23532497,789.75900193,-71.52367695999999
40,2023-01-02 08:00:00,16714.72927964,16767.94026058,16702.70031599,16738.36746545,8342.805335234714,1116.45800096,1199.53993941,-83.08193845000005
41,2023-01-02 09:00:00,16727.20759185,16757.4341405,16703.49873615,16721.43322088,6108.935537325699,1319.18535654,979.71828233,339.46707420999996
42,2023-01-02 10:00:00,16715.54196902,16764.76135611,16705.74029969,16736.44151958,6683.34416192944,1370.69722492,1020.70100176,349.99622316
43,2023-01-02 11:00:00,16719.58863628,16746.4619842,16700.10014817,16744.34089198,5431.235360066022,2226.98648294,1582.78820749,644.1982754499998
44,2023-01-02 12:00:00,16758.84774942,16762.8803746,16714.10386373,16723.45735176,4745.446157673826,597.18715152,806.13678908,-208.94963755999993
45,2023-01-02 13:00:00,16724.73074375,16741.40940015,16677.56279333,16688.1350847,6195.054311527827,1010.3097447,635.00777207,375.30197263
46,2023-01-02 14:00:00,16688.60957749,16720.9975105,16666.15919365,16702.41551486,6306.841559560137,1035.39742745,773.03053485,262.3668925999999
47,2023-01-02 15:00:00,16692.1847056,16748.90841167,16686.74055028,16739.8829585,7326.367790802259,1679.08514122,1933.38578768,-254.30064646000005
48,2023-01-02 16:00:00,16721.91039096,16758.16811813,16705.00802557,16711.39297412,4527.008547403044,1430.0142619,1333.20910263,96.8051592700001
49,2023-01-02 17:00:00,16705.7598656,16728.30648547,16701.74808883,16719.41616417,3483.0002830802414,817.4992795,673.65490511,143.84437438999998
50,2023-01-02 18:00:00,16711.96372482,16743.41378373,16702.03141125,16727.35906273,3178.4016225330315,1427.8045312,1442.11161674,-14.307085540000116
51,2023-01-02 19:00:00,16736.98750386,16742.67168791,16707.3608617,16738.13499176,3193.19691198428,800.84787736,398.4797993,402.36807806
52,2023-01-02 20:00:00,16730.55550624,16747.47516831,16702.07806577,16721.3566633,3216.075267943483,912.7518449,1061.44187309,-148.6900281899999
53,2023-01-02 21:00:00,16722.84539007,16804.03561466,16716.95891086,16762.21142461,4443.889112049152,453.43332324,587.27458143,-133.84125819000002
54,2023-01-02 22:00:00,16755.40285286,16767.14998029,16686.19218984,16700.5158891,6452.567136014449,693.8911116,566.00235246,127.88875914000003
55,2023-01-02 23:00:00,16699.00233113,16725.66825033,16660.01071196,16682.19650927,7652.281068680533,788.68829479,1090.62565544,-301.93736064999996
56,2023-01-03 00:00:00,16668.09220294,16716.80713346,16649.98302019,16699.07787582,6448.741262151494,620.11390118,715.08984793,-94.97594675000003
57,2023-01-03 01:00:00,16705.75305276,16708.77062002,16640.38429394,16683.23035196,6027.031916191887,796.75750036,917.72937172,-120.97187136000002
58,2023-01-03 02:00:00,16678.67312438,16707.44906205,16651.06097336,16669.2294332,4095.877975346747,1087.54508711,1048.83022849,38.71485861999986
59,2023-01-03 03:00:00,16692.83886728,16720.33416829,16645.07551106,16695.89001008,5067.050219065207,1379.6899915,441.47651795,938.21347355
60,2023-01-03 04:00:00,16701.17947263,16720.01386709,16675.29571301,16684.8498246,3581.0963609340733,1256.31562548,569.51795434,686.7976711400001
61,2023-01-03 05:00:00,16679.83787168,16732.8109459,16664.85982494,16724.22572678,5948.475364600156,403.9515338,589.83736495,-185.8858311500001
62,2023-01-03 06:00:00,16722.8132169,16775.97882575,16707.64570651,16730.91634883,7898.592819105426,1228.77134536,1012.40715512,216.36419023999997
63,2023-01-03 07:00:00,16739.47655724,16752.04212877,16697.42953673,16712.52150391,5845.932467057105,471.32771955,306.52756138,164.80015816999995
64,2023-01-03 08:00:00,16723.93713908,16739.43013144,16687.50488436,16721.89992937,6714.9251148943285,1495.68583742,1262.24957677,233.43626065000012
65,2023-01-03 09:00:00,16708.92629868,16765.67528402,16708.2276785,16746.04247994,7558.024373224085,1233.77922713,1434.83054031,-201.05131318000008
66,2023-01-03 10:00:00,16736.18020026,16755.14822742,16711.33601362,16727.5571071,5703.62455470546,1564.78512137,4530.26809642,-2965.48297505
67,2023-01-03 11:00:00,16718.94233094,16750.89015973,16697.64616136,16715.98089376,6294.723667975926,907.65287185,724.98085458,182.67201726999997
68,2023-01-03 12:00:00,16728.5828788,16743.6373927,16690.56230537,16694.42900687,7209.497397734092,999.57097158,888.46894519,111.10202639
69,2023-01-03 13:00:00,16714.41451045,16749.31025124,16694.39861341,16727.5860957,8002.062403738897,1604.33168023,1227.5604954,376.77118483
70,2023-01-03 14:00:00,16736.29678931,16774.62614161,16632.66070275,16664.93670954,19056.16026506237,1601.90083545,1318.62280722,283.27802823
71,2023-01-03 15:00:00,16670.44840057,16689.67241079,16614.29821559,16677.11120272,15059.068772771803,1649.37621309,1483.26533348,166.11087960999998
72,2023-01-03 16:00:00,16688.56108616,16691.61898787,16604.3436743,16626.42438219,12396.948648819123,1918.80030757,3727.14226131,-1808.34195374
73,2023-01-03 17:00:00,16617.12684562,16648.78657208,16597.62835294,16638.76653263,7860.169518965889,1354.38977692,1279.8337317,74.55604521999999
74,2023-01-03 18:00:00,16626.0883946,16659.74888166,16621.71555796,16641.20074285,6345.819377570056,1947.21144882,1481.21652623,465.99492259
75,2023-01-03 19:00:00,16638.46610321,16662.62590513,16617.38118275,16648.58713302,7404.736077872101,1147.1176605,997.07292568,150.04473482000003
76,2023-01-03 20:00:00,16636.04328855,16682.69148376,16634.34046866,16661.76553939,8373.720479841493,363.30728284,732.36689533,-369.05961249
77,2023-01-03 21:00:00,16669.17030145,16816.63069611,16650.18809778,16665.01304365,5444.136862392938,3572.4301425,1325.53671226,2246.89343024
78,2023-01-03 22:00:00,16671.76756065,16687.53534978,16643.02723558,16680.84819684,4526.7483926654495,530.89097389,582.97746695,-52.08649305999995
79,2023-01-03 23:00:00,16683.62420703,16701.00748387,16659.35151115,16679.51741462,5930.191988713357,1496.95970098,1475.85354963,21.10615134999989
80,2023-01-04 00:00:00,16679.52554559,16687.35684614,16647.29622555,16667.47321757,5472.7154295922455,470.18449706,758.09613337,-287.91163630999995
81,2023-01-04 01:00:00,16667.48374914,16739.58284475,16655.1052502,16708.44480382,10716.489392842965,2504.79147572,1857.27496966,647.5165060600002
82,2023-01-04 02:00:00,16702.17053471,16760.20901473,16697.36985598,16739.82938826,10474.60004924947,27655.21584632,842.86792673,26812.34791959
83,2023-01-04 03:00:00,16731.48195985,16883.51468451,16731.22128541,16868.81274678,22231.80422550724,3499.52147237,2265.89528501,1233.62618736
84,2023-01-04 04:00:00,16861.56162803,16913.05816768,16842.80469714,16863.33553904,11945.170450329151,1628.06563158,2504.97998406,-876.9143524799999
85,2023-01-04 05:00:00,16874.68614235,16879.87978735,16834.6338782,16864.76896157,6772.72072159694,774.38166707,14816.42524858,-14042.04358151
86,2023-01-04 06:00:00,16849.35667092,16884.46119577,16838.99665293,16882.62694869,6993.610134367639,1249.51033348,826.94704293,422.56329055000015
87,2023-01-04 07:00:00,16871.59580954,16894.52667865,16842.47122347,16867.85931206,8339.014504737126,942.57353801,655.68062552,286.89291248999996
88,2023-01-04 08:00:00,16878.99561264,16921.16435952,16825.85174278,16868.89094465,11773.429995597817,2252.5679997,1557.57053703,694.9974626700002
89,2023-01-04 09:00:00,16865.06452211,16876.62214423,16819.54982897,16850.91045029,8301.09719330413,1238.70406444,1546.84761735,-308.14355291000015
90,2023-01-04 10:00:00,16843.25527747,16854.44840629,16827.16630672,16845.24203778,6451.431262924317,1292.09661073,1371.29226339,-79.19565265999995
91,2023-01-04 11:00:00,16839.55877304,16862.3184101,16826.27825915,16834.75726238,6723.141033855193,2343.16079382,1461.15697144,882.00382238
92,2023-01-04 12:00:00,16829.24958631,16855.34536445,16799.98904115,16816.85916209,8411.89704713838,2145.84533888,1198.63959278,947.2057461
93,2023-01-04 13:00:00,16804.51669167,16841.03363716,16800.81157647,16834.27588061,7272.017156073895,822.34457246,1243.74304935,-421.3984768900001
94,2023-01-04 14:00:00,16820.47241395,16871.54762311,16789.66408321,16834.33496258,13790.104972955887,1449.75054173,1725.6706584,-275.9201166700002
95,2023-01-04 15:00:00,16825.42484668,16860.46783743,16764.51180133,16854.560098,17614.921263232973,1495.1791196,1496.62935134,-1.450231740000163
96,2023-01-04 16:00:00,16850.1138791,16891.41756446,16826.20898227,16863.72973248,12285.842129191988,1944.93851277,1389.31772126,555.6207915099999
97,2023-01-04 17:00:00,16851.58916632,16944.26144448,16841.60315897,16895.03306409,13592.691004178356,3331.3632239,2930.39180722,400.97141667999995
98,2023-01-04 18:00:00,16887.10847855,16988.52296176,16869.02624351,16950.40895529,14306.616474339047,1761.36967975,1735.558277,25.811402749999843
99,2023-01-04 19:00:00,16944.94028164,16995.81704414,16785.7676759,16847.116105,24378.61128173892,1189.03237148,1262.28526412,-73.25289264000003
100,2023-01-04 20:00:00,16835.62931202,16856.54641169,16777.95687708,16804.12263207,12694.636095537937,1648.98122726,1586.67302006,62.30820719999997
101,2023-01-04 21:00:00,16802.85304852,16832.72270643,16792.42549204,16832.29348465,5143.908981419563,755.08329502,855.38072658,-100.29743155999996
102,2023-01-04 22:00:00,16821.61392121,16858.74647694,16811.33165248,16833.59288133,4647.40937140888,523.98387249,713.20692118,-189.22304869000004
103,2023-01-04 23:00:00,16824.84490757,16877.34074084,16815.32746431,16852.77996797,6289.111332796175,1767.97297145,648.12946596,1119.84350549
104,2023-01-05 00:00:00,16845.1400624,16882.60676246,16828.28429602,16830.93899609,7459.122665746569,974.31909036,734.25514135,240.06394901
105,2023-01-05 01:00:00,16833.93211185,16869.10826061,16811.3163883,16837.99979705,6233.763960689567,498.7700274,450.45103135,48.31899605000001
106,2023-01-05 02:00:00,16829.30042402,16848.64566005,16819.17850128,16838.61187191,4897.316093431822,460.89750305,813.91100995,-353.0135069
107,2023-01-05 03:00:00,16830.23598847,16843.23718705,16814.21461562,16831.57683273,5377.898156721421,1312.98651765,774.88566104,538.10085661
108,2023-01-05 04:00:00,16822.53497743,16850.70307346,16816.23658053,16839.81697506,4605.048010497367,809.61351652,508.59612065,301.01739587
109,2023-01-05 05:00:00,16843.94094673,16859.59663745,16831.69383632,16848.17762772,4624.3805594480955,512.05164226,545.73222795,-33.68058569000004
110,2023-01-05 06:00:00,16839.19397367,16851.78464391,16808.52639384,16816.84053279,6001.231755577446,926.40256694,946.88345313,-20.48088618999998
111,2023-01-05 07:00:00,16823.36506502,16831.55344258,16783.03754719,16827.87225295,6777.969809477392,552.10751816,833.90792755,-281.8004093899999
112,2023-01-05 08:00:00,16816.47558615,16836.20645925,16788.16775863,16811.92022129,6956.310748964703,1836.49262961,2175.03820446,-338.5455748500001
113,2023-01-05 09:00:00,16801.28476401,16820.43715975,16776.43482581,16808.91756559,8421.649582545364,793.83830252,1166.18328393,-372.34498141000006
114,2023-01-05 10:00:00,16802.38051965,16841.86342916,16798.78608613,16835.11104131,6626.403256568819,1628.27850878,1489.5418934,138.7366153800001
115,2023-01-05 11:00:00,16818.9120682,16844.49818822,16807.28641428,16837.57148521,6070.861688522293,2036.48959502,1821.0222298,215.46736521999992
116,2023-01-05 12:00:00,16825.66560165,16839.25739555,16798.2211752,16826.6537575,5917.5555944138,1621.01756657,1445.41182166,175.6057449100001
117,2023-01-05 13:00:00,16819.33557623,16839.68517946,16772.10692924,16782.05355317,11284.273693548215,2074.48987734,1748.38563404,326.1042433
118,2023-01-05 14:00:00,16774.90691183,16842.46320955,16747.15314295,16833.24861215,16073.339478659713,902.66836267,635.49455313,267.17380954
119,2023-01-05 15:00:00,16822.24186431,16878.85346749,16816.33975558,16846.76717048,14043.461121854583,1304.33022746,1416.54131187,-112.21108441
120,2023-01-05 16:00:00,16836.39668659,16868.73053675,16819.65946308,16841.64193969,9633.115741577983,3266.55089288,2590.85774238,675.6931504999998
121,2023-01-05 17:00:00,16831.32473418,16849.9727388,16806.75039618,16821.2734834,7262.7726167363135,1434.11184282,1495.47285969,-61.36101686999996
122,2023-01-05 18:00:00,16817.625623,16850.38497405,16794.06622022,16846.46368678,8799.418718873,2683.3657379,2973.16577488,-289.80003697999973
123,2023-01-05 19:00:00,16844.48875801,16881.10680811,16825.77425335,16869.0452376,8353.619026373397,2059.15369949,2229.34559511,-170.1918956200002
124,2023-01-05 20:00:00,16859.01091478,16875.20339302,16839.26348808,16860.42694076,7097.960876052869,978.46783608,1901.62286506,-923.15502898
125,2023-01-05 21:00:00,16855.7406215,16869.87716312,16823.02510346,16847.94698646,6239.128836076097,1151.42470059,2500.79244083,-1349.36774024
126,2023-01-05 22:00:00,16858.25906487,16865.97689863,16828.80201057,16833.73315296,4095.8547807131504,1089.52686467,829.54781877,259.97904589999985
127,2023-01-05 23:00:00,16834.26063994,16856.22373289,16811.41054138,16839.02871822,7775.322653797294,749.36130625,817.47592941,-68.11462316000006
128,2023-01-06 00:00:00,16830.80561684,16877.81880928,16819.86081587,16865.30620542,7132.375372135322,1698.86040376,742.27752772,956.58287604
129,2023-01-06 01:00:00,16853.66080381,16870.43941126,16816.77560971,16830.97145207,5235.943279883603,452.18817144,899.17385991,-446.98568847
130,2023-01-06 02:00:00,16827.7954391,16848.08601132,16794.56049249,16841.69412137,7692.751451635912,136.91683334,360.99615504,-224.0793217
131,2023-01-06 03:00:00,16831.54385124,16864.5550362,16819.2685222,16837.85568543,5108.526658477906,1068.65354883,1381.90690384,-313.25335500999995
132,2023-01-06 04:00:00,16842.08536005,16845.90173725,16802.02927136,16830.8146635,6582.8857549112345,1294.77376397,1534.81670011,-240.04293614000017
133,2023-01-06 05:00:00,16818.97004442,16829.34085714,16793.87854849,16807.96766811,6611.784765966523,309.77943161,414.1930754,-104.41364378999998
134,2023-01-06 06:00:00,16818.6915024,16827.34760706,16774.09862931,16791.44149783,7106.925222260473,1221.41305823,940.38860947,281.0244487599999
135,2023-01-06 07:00:00,16780.41942405,16811.07226654,16757.45776179,16797.64039133,6208.773095567543,1119.56586315,1119.55604627,0.00981688000001668
136,2023-01-06 08:00:00,16803.2057378,16817.61139637,16789.26903942,16808.27025393,5464.54003876414,1504.86650611,1454.74751761,50.118988500000114
137,2023-01-06 09:00:00,16794.08920245,16806.73433379,16754.38166615,16791.60732037,8624.8125900889,1384.33761055,2280.37661146,-896.0390009099999
138,2023-01-06 10:00:00,16780.54773479,16811.52417608,16759.02231496,16772.7637178,6642.5880163875,1075.98432365,936.51328392,139.47103973000003
139,2023-01-06 11:00:00,16760.86497449,16775.40302133,16702.7256067,16750.16446525,12223.918276347456,717.6876477,644.61136858,73.07627911999998
140,2023-01-06 12:00:00,16744.79240609,16760.46170929,16709.07150986,16735.86463838,7830.536868541622,1394.99601335,2203.62163731,-808.62562396
141,2023-01-06 13:00:00,16722.22293637,16811.20831864,16671.85414683,16775.53961275,21385.602856733745,1501.56243002,1932.19243029,-430.63000027
142,2023-01-06 14:00:00,16764.73105653,16799.06660189,16711.3826009,16753.1344513,13950.51437069306,833.6023933,728.85807238,104.74432092000006
143,2023-01-06 15:00:00,16741.94124854,16853.75369318,16741.51215826,16845.38695138,16992.323222633633,1861.54115909,1869.01661427,-7.475455179999926
144,2023-01-06 16:00:00,16846.94383743,16854.42002374,16797.08636374,16829.83323375,12938.969302824124,1907.8285072,3100.07828783,-1192.24978063
145,2023-01-06 17:00:00,16827.16177441,16852.43955461,16803.9505632,16822.48282152,8993.728358603297,1533.05576092,1394.81881913,138.23694178999995
146,2023-01-06 18:00:00,16813.48565897,16868.43139146,16812.98718907,16854.28271769,10225.721263027155,2245.3138027,1611.39674599,633.91705671
147,2023-01-06 19:00:00,16845.33620109,16966.19643066,16839.06595683,16941.20510791,16827.10015310038,1972.65030622,2117.78216928,-145.1318630599999
148,2023-01-06 20:00:00,16935.31917464,17071.65728384,16879.14533104,16897.69042911,21267.92056846039,3015.44967811,3221.12969553,-205.6800174199998
149,2023-01-06 21:00:00,16909.43107066,16962.23010468,16889.65602956,16934.24547694,8972.08974036673,2040.63754338,1450.34891376,590.2886296199999
150,2023-01-06 22:00:00,16935.43214079,16974.5364571,16921.66527922,16958.04350918,6386.543620319328,1731.22084772,2003.56137768,-272.34052996000014
151,2023-01-06 23:00:00,16954.89655526,16987.06198208,16934.85172634,16955.91623147,7027.618691749071,1088.66875874,1133.38090526,-44.71214652000003
152,2023-01-07 00:00:00,16947.6670916,16984.39583474,16926.48174441,16982.69701092,6056.786729607862,758.26098672,596.93534674,161.32563998
153,2023-01-07 01:00:00,16973.10701728,16992.01910866,16939.9786691,16958.49815824,4476.394187291788,753.75244369,1042.8692196,-289.11677591
154,2023-01-07 02:00:00,16945.34179669,16967.74196262,16931.74660407,16945.90638863,4289.747661344449,812.18704973,1271.61129874,-459.4242490099999
155,2023-01-07 03:00:00,16940.33341501,16970.77005352,16930.66659328,16959.20292316,4418.539836819002,632.7906945,352.52462552,280.26606898
156,2023-01-07 04:00:00,16957.64867873,16960.64139059,16931.60478822,16935.53280742,3829.996590771283,1226.25478484,1257.26376732,-31.008982479999982
157,2023-01-07 05:00:00,16933.11086206,16952.56793949,16926.38460146,16935.69731309,3661.270010488712,433.99352512,451.59097948,-17.597454359999972
158,2023-01-07 06:00:00,16936.90645818,16943.65477403,16916.62197629,16940.55906265,4276.785228602949,255.20894801,159.34503102,95.86391699
159,2023-01-07 07:00:00,16936.29938714,16959.26329001,16928.24181465,16954.98199748,3869.0784460007894,703.19962064,655.71783527,47.48178537000001
160,2023-01-07 08:00:00,16941.49790068,16958.57356292,16920.04167538,16923.39383041,5270.689616406967,568.06946385,518.39440776,49.67505609
161,2023-01-07 09:00:00,16926.101085,16942.71352492,16918.39586203,16936.25602257,4244.918906367252,584.69488177,851.8673075,-267.17242573
162,2023-01-07 10:00:00,16922.94007822,16938.31987835,16901.43839356,16926.49666429,4963.642393778178,982.87167784,992.53039033,-9.658712490000084
163,2023-01-07 11:00:00,16918.87274034,16945.71073547,16903.10405732,16923.44769053,4868.897139628342,1726.28685523,1003.26591427,723.0209409599998
164,2023-01-07 12:00:00,16911.45774843,16932.69297352,16879.44003107,16916.26055381,5909.410732051502,780.60462442,644.46848796,136.1361364600001
165,2023-01-07 13:00:00,16912.98292314,16941.75089385,16908.33826081,16921.82646711,6144.506562505214,1058.00369791,420.0327478,637.9709501100001
166,2023-01-07 14:00:00,16914.4085769,16949.87663771,16891.75443299,16939.37691021,5895.758871027302,866.55013322,663.35880035,203.19133287
167,2023-01-07 15:00:00,16934.91654193,16960.7742724,16920.60536479,16948.32169276,4064.8654287418344,853.34664406,923.56931663,-70.22267256999999
168,2023-01-07 16:00:00,16939.91742247,16947.13255,16909.72388318,16923.08939183,5463.7446077844625,814.97891948,552.20009948,262.77882
169,2023-01-07 17:00:00,16923.73940816,16942.3932126,16911.81868708,16934.37291236,4300.719357247173,298.01937528,291.07626141,6.943113870000047
170,2023-01-07 18:00:00,16924.40713081,16946.71854471,16911.64850795,16937.25223174,3383.649745150129,898.02658329,698.74587653,199.28070675999993
171,2023-01-07 19:00:00,16933.26687743,16954.00853036,16923.30205645,16953.01632488,3784.1486230308633,524.82093998,729.35460335,-204.53366337
172,2023-01-07 20:00:00,16941.3918691,16963.11509123,16930.68561532,16950.11599604,4447.059698890472,492.50463769,531.3861168,-38.88147910999999
173,2023-01-07 21:00:00,16943.06269861,16956.63157247,16931.09465158,16944.87677263,4050.872429904297,237.78533888,405.13420904,-167.34887015999996
174,2023-01-07 22:00:00,16935.83215647,16946.91300245,16924.93641371,16940.88097533,3866.430791382668,616.56398522,630.65815544,-14.094170220000024
175,2023-01-07 23:00:00,16936.35509849,16956.43775736,16924.97871955,16942.72445554,3988.2240503095873,2112.23145825,828.5393473,1283.69211095
176,2023-01-08 00:00:00,16944.00429048,16960.41565647,16909.49738664,16934.29695087,6646.05359449519,476.06843918,887.43207491,-411.36363573
177,2023-01-08 01:00:00,16923.00479047,16940.79065328,16911.85153058,16937.87362036,4508.377405255145,630.85760902,537.07906103,93.77854799
178,2023-01-08 02:00:00,16928.76099582,16940.73564621,16915.58165383,16926.42976826,3326.5343399991534,464.01106454,505.33731661,-41.32625207000001
179,2023-01-08 03:00:00,16930.15359086,16952.14047476,16918.34578826,16947.51728175,4559.369159684418,313.59262041,283.08116318,30.51145723000002
180,2023-01-08 04:00:00,16942.30167088,16949.90091446,16926.88799433,16941.77714632,3182.2871230186443,365.0853201,388.79664064,-23.71132054000003
181,2023-01-08 05:00:00,16931.893749,16955.81572083,16928.36427629,16944.66658803,3334.73505020874,120.24915867,282.81138479,-162.56222612
182,2023-01-08 06:00:00,16952.46982732,16958.32952575,16932.38043643,16953.93890496,4185.349151710127,763.92097263,674.7397993,89.18117333000009
183,2023-01-08 07:00:00,16947.27560504,16968.30783207,16939.89033084,16962.04399564,3997.8519732198506,650.98493099,347.74982077,303.23511021999997
184,2023-01-08 08:00:00,16966.53275486,16970.39759663,16926.39344173,16953.09486188,4878.711586378447,718.9004725,746.50582217,-27.60534967000001
185,2023-01-08 09:00:00,16946.95787287,16973.0673107,16921.76107744,16941.09684857,7036.607659452147,810.5075509,703.74683254,106.76071835999994
186,2023-01-08 10:00:00,16933.80210646,16953.01066791,16920.72069401,16936.87998733,3840.243730629321,441.72172137,428.56412458,13.157596790000014
187,2023-01-08 11:00:00,16941.36983529,16957.79147555,16918.29702446,16919.39575482,4598.72759741927,430.52006585,394.7632591,35.75680674999995
188,2023-01-08 12:00:00,16941.06267879,16945.01205901,16912.12444652,16931.01066335,4525.729700221907,557.5914175,578.76475855,-21.173341049999976
189,2023-01-08 13:00:00,16933.16198413,16951.09799065,16908.93527186,16932.28541215,4228.945283734104,340.94890711,330.03726792,10.911639190000017
190,2023-01-08 14:00:00,16934.16207389,16963.07274456,16930.73885482,16961.10849221,5602.712879307331,679.35716184,580.01203241,99.34512943000004
191,2023-01-08 15:00:00,16951.90984709,17015.31436405,16933.79424605,17002.95415684,10650.183315549582,834.80618603,722.59699048,112.20919555
192,2023-01-08 16:00:00,17013.84331863,17034.45028072,16915.60185839,16928.83398417,12209.352159598082,857.79713899,811.77506147,46.02207752000004
