,datetime,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_inflow_total,btc_outflow_total,btc_netflow_total,btc_coinbase_premium_index,btc_coinbase_premium_gap
0,2020-12-31 16:00:00,28783.3100437,28832.64922478,28294.10629825,28381.24662477,8185.410587583549,6329.0598826,5369.78283416,959.2770484399998,0.06832132,19.39
1,2020-12-31 17:00:00,28370.97281454,28727.38580587,28348.41234132,28548.78997905,6102.100322345821,5891.5474608,4174.35080826,1717.1966525400003,0.08151346,23.29
2,2020-12-31 18:00:00,28566.34841858,28921.13212248,28484.221921,28886.74869552,7309.999117031435,3772.94948957,6113.33389711,-2340.38440754,0.15797175,45.61
3,2020-12-31 19:00:00,28883.29526752,29030.28892458,28764.58627443,28933.96576249,6952.243939437334,7053.2834411,7181.4627417,-128.1793005999998,0.17939063,51.84
4,2020-12-31 20:00:00,28919.56351572,29162.1522437,28885.24254951,29149.20513182,6626.680832267717,3044.27830674,4649.02573561,-1604.74742887,0.20033165,58.35
5,2020-12-31 21:00:00,29155.03017335,29179.20113919,28930.52592582,28987.56136319,6805.538859603475,3495.37411485,5528.06559737,-2032.6914825200008,0.13702101,39.69
6,2020-12-31 22:00:00,28979.66646438,29165.41340369,28926.11608444,29122.89751434,4358.51982142656,5228.85343646,3733.23845272,1495.6149837399998,0.19521773,56.81
7,2020-12-31 23:00:00,29128.73748862,29139.61744875,28792.54138584,28949.51199744,6420.209249883347,5685.09464098,11989.20596306,-6304.11132208,0.22974295,66.45
8,2021-01-01 00:00:00,28938.55391089,29071.21183074,28714.95013915,29031.27019302,7522.319173912694,1933.3714769,2528.97544956,-595.60397266,0.24642069,71.45
9,2021-01-01 01:00:00,29038.18102161,29511.114495,28994.48094666,29438.14251846,15235.699935550369,2784.72018309,4103.32606812,-1318.60588503,0.26507999,77.96
10,2021-01-01 02:00:00,29449.64474762,29505.71810396,29132.49255573,29232.61759363,7657.221834106032,3134.65289347,2406.58244551,728.0704479599999,0.18633551,54.4
11,2021-01-01 03:00:00,29229.81773077,29402.77175186,29178.83233835,29339.09240392,4301.907436996965,1609.59620037,1628.32837786,-18.73217749000014,0.27289743,79.9
12,2021-01-01 04:00:00,29325.86968933,29432.8591432,29045.02434894,29267.56145683,5326.539174245273,3790.56756992,2669.39302819,1121.17454173,0.24027808,70.21
13,2021-01-01 05:00:00,29268.5670236,29284.9620505,29114.49652862,29228.47390237,3963.3973425119952,1057.43431563,1011.30757397,46.12674165999988,0.18426005,53.78
14,2021-01-01 06:00:00,29228.89126161,29304.64841057,29126.42334895,29217.41009563,4309.3714270625915,1392.63903747,1258.90381043,133.73522703999993,0.20425476,59.59
15,2021-01-01 07:00:00,29211.91976437,29230.96821406,28849.62760408,29132.16438562,6690.085445535069,1371.95031377,2173.62595515,-801.6756413800001,0.25291455,73.58
16,2021-01-01 08:00:00,29141.36986791,29246.29603777,28900.92686338,29033.08641104,5565.895282627492,2764.02746999,2674.50697957,89.52049041999999,0.25813784,74.86
17,2021-01-01 09:00:00,29034.66040501,29349.50359063,29009.04406234,29245.20877281,5385.872943259715,2566.43903761,3369.42050816,-802.9814705499998,0.26785644,78.22
18,2021-01-01 10:00:00,29250.35601776,29363.0952921,29179.88134559,29267.93121481,4368.41218485931,4282.67005704,2260.37323843,2022.2968186099995,0.31070545,90.8
19,2021-01-01 11:00:00,29270.33494318,29430.63806647,29250.53751213,29369.49410581,4916.527208908301,1954.77742164,1552.72602233,402.0513993100001,0.26462219,77.57
